label,ext_thumb,dirz_thumb,z_thumb,r_thumb,ext_index,dirz_index,z_index,r_index,ext_middle,dirz_middle,z_middle,r_middle,ext_ring,dirz_ring,z_ring,r_ring,ext_pinky,dirz_pinky,z_pinky,r_pinky,theta_index_middle,theta_middle_ring,theta_ring_pinky,theta_thumb_index,delta_index_middle,delta_index_ring,delta_thumb_index,ang_index_PIP,ang_index_DIP
G,0.183968,0.2083,0.906202,1.319798,0.151295,0.518222,1.134632,1.947942,0.440755,0.470078,0.251175,0.278929,0.43492,0.372424,0.22549,0.525016,0.400452,0.586442,0.371279,0.618283,1.504129,0.279287,0.983355,0.337601,1.994195,2.194005,0.826284,3.032036,2.682517
G,0.11233,0.496375,1.371842,1.526119,0.148845,0.674278,1.416906,2.048759,0.436493,0.69462,0.367598,0.320554,0.399997,0.585231,0.396398,0.627715,0.347979,0.844629,0.496598,0.697322,1.384151,0.142882,0.768658,0.225062,2.012493,2.230415,0.733683,2.968869,2.888339
G,0.09258,0.485783,1.482002,1.636194,0.133696,0.675665,1.734212,2.445199,0.436495,0.661885,0.45521,0.432379,0.414082,0.526422,0.370876,0.652278,0.376977,0.701109,0.466382,0.658749,1.511305,0.178547,0.801958,0.262815,2.479882,2.681992,1.048383,3.012944,2.876059
G,0.121032,0.479137,1.21027,1.303515,0.135056,0.691761,1.429078,1.963067,0.435136,0.677585,0.401252,0.383173,0.40967,0.526284,0.326138,0.59499,0.364375,0.706653,0.403764,0.576755,1.515949,0.215614,0.86789,0.279652,2.001914,2.173968,0.800655,3.043194,2.927084
G,0.129504,0.425091,1.220409,1.439131,0.139329,0.656606,1.4519,2.129447,0.424899,0.751198,0.499746,0.447848,0.38714,0.5945,0.443398,0.68319,0.332351,0.898975,0.581752,0.739574,1.349889,0.215494,0.740383,0.297314,2.061608,2.291013,0.891047,3.011509,2.954796
G,0.102781,0.4732,1.395062,1.53848,0.139032,0.658824,1.509452,2.186881,0.424054,0.701516,0.453386,0.400088,0.400109,0.502016,0.388792,0.668966,0.357552,0.866156,0.529778,0.719948,1.390672,0.252186,0.723714,0.226628,2.146412,2.403583,0.855867,3.022371,2.916991
G,0.100248,0.382734,1.269545,1.596606,0.138635,0.591222,1.56038,2.473419,0.44299,0.508032,0.350309,0.422783,0.407922,0.303966,0.288403,0.759337,0.378856,0.678582,0.480654,0.763688,1.652142,0.224056,0.754938,0.246746,2.595035,2.861614,1.078303,3.003151,2.835423
G,0.112905,0.429796,1.297855,1.545643,0.131641,0.608595,1.573084,2.418301,0.444552,0.554188,0.35576,0.392299,0.414012,0.39584,0.305822,0.697055,0.362479,0.695472,0.503666,0.725483,1.696028,0.183984,0.74014,0.217033,2.543279,2.772112,1.033179,3.027922,2.885086
G,0.131142,0.418958,1.376529,1.635169,0.116153,0.510203,1.396731,2.540828,0.419633,0.598427,0.466277,0.498451,0.40853,0.374075,0.328102,0.724741,0.364428,0.766237,0.559288,0.835608,1.629255,0.259627,0.613888,0.126683,2.630314,2.889748,1.274296,3.054134,2.963048
G,0.103223,0.618666,1.496939,1.601287,0.114303,0.728985,1.614307,2.196971,0.288883,0.975598,1.41524,1.295967,0.379076,0.77267,0.825399,0.972364,0.337219,0.885321,0.747618,0.851175,0.928124,0.475868,0.491173,0.194987,1.671681,2.346449,0.922638,2.936863,3.060602
G,0.096808,0.465476,1.494641,1.711718,0.151698,0.468219,1.201805,2.223993,0.186332,0.46685,0.918011,1.95099,0.173089,0.391691,0.664798,1.503017,0.157425,0.351375,0.530256,1.266757,0.120454,0.109227,0.203808,0.20991,0.591814,1.095122,0.946057,2.879286,2.88982
G,0.088428,0.288942,1.112461,1.497328,0.129893,0.462644,1.245201,2.401232,0.410657,0.576482,0.550661,0.672927,0.409507,0.269512,0.325694,0.811084,0.378069,0.695849,0.521912,0.894633,1.315863,0.397854,0.496727,0.247056,2.355626,2.703657,1.05733,2.976446,3.039027
G,0.067374,0.524064,1.506914,1.571607,0.141326,0.718247,1.733038,2.317573,0.353476,0.944021,1.17141,1.009717,0.352934,0.807332,0.967922,1.024964,0.291048,0.942402,0.88098,0.872549,1.056496,0.295065,0.513025,0.267982,1.98805,2.382432,0.946254,2.894712,2.900614
G,0.019165,0.515678,1.578252,1.604599,0.171513,0.691303,1.6447,2.144338,0.235666,0.747503,1.403034,1.778135,0.326238,0.655272,0.717635,0.965568,0.348253,0.753671,0.594495,0.955804,0.263113,0.657943,0.164149,0.490052,0.832385,1.894394,0.812111,2.801627,2.8691
G,0.101778,0.340783,1.263951,1.719581,0.148799,0.463161,1.22741,2.353858,0.244744,0.428916,0.872475,2.073725,0.274535,0.368864,0.599164,1.438734,0.22088,0.471735,0.615897,1.185103,0.184377,0.239617,0.156458,0.338351,0.681275,1.405554,0.792466,2.848584,2.96779
G,0.039604,0.592097,1.488143,1.657208,0.166942,0.807771,1.627109,2.077338,0.39222,0.797872,0.823675,0.793575,0.369997,0.721607,0.755585,0.926784,0.325332,0.857764,0.756925,0.849444,1.27075,0.119458,0.490779,0.347834,2.013187,2.293922,0.761718,2.744724,2.891556
G,0.094539,0.426123,1.264617,1.386743,0.139177,0.659396,1.409485,1.996639,0.431824,0.706619,0.480287,0.459766,0.420505,0.421825,0.293467,0.627472,0.403885,0.581918,0.359738,0.690234,1.382803,0.378426,0.552789,0.281974,2.029067,2.310547,0.770815,2.972612,2.981103
G,0.014961,0.499808,1.664594,2.039281,0.199754,0.902259,2.001678,2.211263,0.236599,0.974092,2.166869,2.166798,0.218802,0.992103,1.830432,1.777173,0.20842,0.978573,1.453362,1.389527,0.24483,0.16557,0.214418,0.625142,0.737938,1.183646,0.895884,2.422243,2.901892
G,0.086266,0.146241,0.651596,2.898049,0.200877,-0.016219,0.068212,3.442855,0.176465,-0.169662,-0.619469,3.655154,0.155974,-0.242295,-0.545319,3.053382,0.125831,-0.112465,-0.151776,2.416424,0.160671,0.074486,0.196782,0.388649,0.701028,0.796465,1.062647,2.675563,2.816032
G,0.047735,0.562093,2.079488,2.360703,0.181394,0.803499,1.96346,2.313513,0.203419,0.800461,1.88261,2.352497,0.163339,0.800458,1.567283,1.992428,0.15207,0.767314,1.341613,1.706607,0.090894,0.070891,0.103645,0.650329,0.580627,0.929471,1.313692,2.600806,2.888651
G,0.032649,0.578948,1.545021,1.642998,0.172793,0.681205,1.441372,2.026184,0.23274,0.845919,1.393952,1.583141,0.221203,0.808588,1.046282,1.254999,0.162196,0.872533,0.928254,1.052816,0.348669,0.210655,0.323813,0.422959,0.866633,1.386559,0.881044,2.620631,2.901874
G,0.047026,0.456743,1.310147,1.493047,0.151961,0.581184,1.283895,2.092273,0.391824,0.69817,0.621286,0.679903,0.396083,0.402746,0.356921,0.841637,0.390422,0.701982,0.430533,0.772903,1.277907,0.439384,0.538028,0.275783,2.056284,2.49807,0.821356,2.820438,2.930666
G,0.099214,0.321655,1.074656,1.4317,0.124451,0.54595,1.360193,2.299513,0.436223,0.461983,0.344977,0.488166,0.408633,0.295001,0.28364,0.791091,0.389199,0.497803,0.381827,0.803847,1.766064,0.202292,0.407836,0.250596,2.534673,2.821659,0.990249,3.013985,2.943014
G,0.09913,0.324165,1.06198,1.414727,0.120665,0.498755,1.199572,2.218791,0.42472,0.580711,0.44004,0.494556,0.403443,0.343365,0.334229,0.781063,0.388869,0.587227,0.432102,0.835045,1.656392,0.278329,0.453471,0.192118,2.381428,2.694066,0.965535,2.9863,2.938001
G,0.065629,0.39396,1.234801,1.503238,0.14989,0.459236,1.041057,2.060823,0.421046,0.534549,0.32289,0.394955,0.409169,0.168287,0.164391,0.642411,0.382047,0.559892,0.292367,0.690873,1.408858,0.473331,0.606936,0.149484,2.064691,2.400925,0.832536,2.835142,2.87359
G,0.087397,0.3001,1.042975,1.44737,0.133077,0.401357,0.953709,2.10076,0.430686,0.41112,0.257539,0.393626,0.413594,0.128734,0.152987,0.685292,0.387596,0.469224,0.30223,0.75552,1.565608,0.359216,0.472075,0.134019,2.19208,2.496233,0.879834,2.945014,2.921912
G,0.061482,0.376961,1.35329,1.734275,0.126955,0.494111,1.355809,2.470192,0.428713,0.44569,0.352094,0.517269,0.39905,0.292644,0.319573,0.819247,0.375718,0.554655,0.419154,0.826217,1.629924,0.210381,0.439573,0.150283,2.644672,2.93245,0.963723,3.010788,2.962932
G,0.076362,0.45909,1.395625,1.572224,0.120989,0.542096,1.3153,2.235933,0.423853,0.567653,0.416695,0.47497,0.407557,0.339443,0.297204,0.761185,0.389341,0.604846,0.396818,0.750783,1.655804,0.279937,0.503113,0.152857,2.389965,2.707927,0.92311,3.022883,2.970164
G,0.073738,0.479444,1.310843,1.486565,0.130283,0.551437,1.218303,2.069452,0.422982,0.569439,0.375228,0.43036,0.40856,0.362691,0.287488,0.721384,0.369974,0.766289,0.409131,0.71019,1.642627,0.243724,0.657874,0.140219,2.203296,2.48223,0.835055,2.978781,2.955659
G,0.041089,0.511943,1.430912,1.531927,0.143218,0.613325,1.36509,2.039033,0.416767,0.746816,0.540224,0.547804,0.403812,0.640171,0.425209,0.642466,0.396648,0.942055,0.473588,0.739095,1.155753,0.160624,0.536713,0.311327,1.893619,2.028714,0.903998,2.902329,2.957877
G,0.045978,0.56448,1.550476,1.648083,0.14542,0.612052,1.426833,2.144442,0.425962,0.64738,0.462212,0.488907,0.398498,0.552105,0.405004,0.671892,0.357951,0.913026,0.500772,0.757476,1.445747,0.123322,0.567789,0.208003,2.176676,2.296923,0.860488,2.937107,2.948743
G,0.14258,0.378429,1.150579,1.4116,0.107769,0.526957,1.330256,2.423136,0.327457,0.86792,1.236441,1.220532,0.326254,0.725052,1.026334,1.353615,0.305051,0.901983,0.861927,1.041295,1.406194,0.246656,0.453564,0.211596,2.540334,2.913479,1.172267,3.101567,2.934388
G,0.139562,0.163508,0.776054,1.320387,0.109113,0.337044,0.928413,2.425483,0.323924,0.730532,1.041983,1.164918,0.335858,0.592055,0.914415,1.388859,0.301034,0.903009,1.045355,1.249029,1.524669,0.196934,0.515911,0.201074,2.690248,3.049668,1.290872,3.073166,2.854331
G,0.099477,0.311833,1.005128,1.251807,0.102736,0.265424,0.691144,2.134067,0.425543,0.621131,0.320162,0.247599,0.420043,0.138665,0.150933,0.593848,0.386647,0.439367,0.333422,0.664446,1.981238,0.541841,0.685952,0.051154,2.253082,2.613901,1.164159,3.087924,2.797705
G,0.082009,0.466054,1.300069,1.390726,0.112965,0.49182,1.21205,2.249784,0.425015,0.409109,0.312957,0.517421,0.399827,0.287157,0.264397,0.762536,0.386874,0.545853,0.392479,0.747829,1.958145,0.145125,0.495791,0.11558,2.581699,2.791139,1.174461,3.08132,2.867758
G,0.072072,0.490752,1.385794,1.496945,0.121692,0.552155,1.322252,2.256439,0.409179,0.586832,0.508266,0.623328,0.380533,0.448035,0.432587,0.85827,0.354202,0.745692,0.543154,0.830284,1.610491,0.198562,0.543116,0.14887,2.416592,2.70923,1.063294,2.965542,2.937538
G,0.096247,0.517335,1.342206,1.440932,0.132658,0.590365,1.318652,2.147564,0.409954,0.600307,0.515065,0.617513,0.383379,0.447703,0.426135,0.880769,0.36922,0.695835,0.505632,0.825418,1.600394,0.206473,0.567151,0.130951,2.311097,2.640128,0.978433,2.927938,2.912474
G,0.064749,0.547667,1.446382,1.590765,0.137186,0.6753,1.459774,2.166653,0.393939,0.773182,0.693878,0.667698,0.377895,0.601919,0.560282,0.863283,0.358808,0.761711,0.548094,0.748373,1.437078,0.244438,0.561136,0.234722,2.19013,2.55558,0.932271,2.9088,2.896599
G,0.068906,0.54752,1.283152,1.414726,0.148271,0.680166,1.258452,1.849972,0.395946,0.748982,0.577961,0.57676,0.381409,0.566264,0.447828,0.777918,0.378144,0.717524,0.426139,0.667117,1.41262,0.253517,0.654005,0.242753,1.876833,2.198948,0.762493,2.840467,2.898981
G,0.064721,0.254255,0.755278,1.058326,0.18549,0.952334,1.085385,1.052258,0.410594,0.204308,0.125335,0.409424,0.463683,0.220984,0.175682,0.498846,0.545886,0.639807,0.210687,0.643611,1.390828,0.340339,0.477576,1.250071,1.275038,1.29621,0.724924,2.644181,3.053772
G,0.144896,0.194182,0.702069,0.846655,0.194753,0.942147,1.160569,1.129216,0.39177,0.401699,0.260089,0.393357,0.452829,0.217325,0.193058,0.544181,0.541472,0.703392,0.235503,0.63068,1.194726,0.363536,0.572115,1.26139,1.225852,1.385245,0.698537,2.605629,3.000598
G,0.113474,0.351786,1.116868,1.122607,0.201984,0.944776,1.500434,1.459733,0.279439,0.903388,0.900068,0.823372,0.444727,0.480687,0.414077,0.540724,0.524275,0.88075,0.393647,0.586126,0.376557,0.945191,0.675911,1.055517,0.848834,1.560136,0.811904,2.525201,2.973912
G,0.04307,0.48745,1.049081,1.091356,0.193623,0.927818,1.201315,1.196575,0.37355,0.570421,0.368882,0.395037,0.457532,0.263503,0.211861,0.46544,0.522467,0.663972,0.243204,0.5054,1.036005,0.609168,0.901188,0.903285,1.173066,1.411825,0.616453,2.606077,2.975051
G,0.038805,0.468743,0.980258,0.997245,0.204546,0.936501,1.163641,1.15626,0.350297,0.714532,0.469897,0.423952,0.445273,0.338051,0.239776,0.462348,0.543419,0.720777,0.23693,0.540188,0.817379,0.675884,0.737219,0.932054,1.005231,1.344707,0.564374,2.558089,2.930755
G,0.200266,0.112524,0.739786,0.8088,0.191414,0.961031,1.353305,1.305053,0.277475,0.90778,0.819862,0.753511,0.442541,0.491827,0.376673,0.558322,0.551515,0.926415,0.322581,0.580968,0.363513,0.893563,0.709561,1.310521,0.792036,1.429615,0.82889,2.584706,3.070312
G,0.17289,0.104238,0.588876,0.797307,0.195457,0.941975,1.09688,1.085983,0.385875,0.412182,0.273797,0.421564,0.458418,0.308749,0.222383,0.518094,0.530533,0.733059,0.228384,0.628089,1.209391,0.319137,0.52547,1.335649,1.195828,1.305951,0.750295,2.573938,3.007319
G,0.245525,0.194621,0.903239,0.878815,0.189748,0.884493,1.5295,1.482065,0.227384,0.783865,1.021353,1.167765,0.396996,0.29653,0.346986,0.712272,0.448221,0.773144,0.444591,0.787772,0.211404,1.066439,0.665741,1.419995,0.647687,1.555289,1.129087,2.60529,3.105642
G,0.147915,0.348944,0.821889,0.802879,0.198709,0.846614,1.156995,1.167619,0.372446,0.30272,0.229679,0.501107,0.428857,0.078961,0.11314,0.642342,0.446653,0.571986,0.236823,0.719021,1.080355,0.443357,0.546714,1.166724,1.224632,1.435721,0.756028,2.561992,3.024903
G,0.074366,0.387651,0.750698,0.850238,0.184731,0.94842,1.009699,0.979929,0.39359,0.232985,0.156617,0.454165,0.443437,0.169432,0.139672,0.526026,0.462065,0.440619,0.178926,0.612538,1.350808,0.367166,0.437754,1.100063,1.208544,1.26982,0.501833,2.580815,3.096215
G,0.080131,0.437287,1.059287,1.153182,0.186135,0.967432,1.359702,1.258252,0.363312,0.48928,0.427947,0.600334,0.424499,0.27405,0.250719,0.584507,0.433584,0.587929,0.30962,0.586927,1.03836,0.488723,0.566681,1.120104,1.303473,1.470708,0.671986,2.668616,3.033722
G,0.052282,0.412348,1.023612,1.258825,0.18261,0.975951,1.289569,1.211118,0.367849,0.516298,0.410718,0.529833,0.432358,0.315761,0.255411,0.510612,0.440387,0.63083,0.302656,0.610258,1.071158,0.471734,0.460748,1.122083,1.256117,1.39651,0.726885,2.691661,3.000303
G,0.08192,0.440785,1.02088,1.140894,0.181936,0.96556,1.276004,1.225567,0.369231,0.532228,0.421214,0.535922,0.433185,0.334668,0.267577,0.529636,0.44416,0.542076,0.262756,0.614958,1.086868,0.473391,0.362175,1.018286,1.27851,1.430962,0.61367,2.661094,3.047139
G,0.081091,0.508832,1.07414,1.208249,0.185142,0.960505,1.231424,1.200453,0.385351,0.418258,0.325255,0.537312,0.426885,0.291845,0.232407,0.601795,0.445058,0.520662,0.247652,0.615885,1.221268,0.388535,0.481842,0.933794,1.343314,1.480337,0.628296,2.609239,3.041746
G,0.047742,0.531508,1.087143,1.288618,0.170349,0.982608,1.223383,1.234547,0.388322,0.42177,0.327309,0.54768,0.413658,0.392488,0.286226,0.572558,0.4257,0.562022,0.261088,0.573898,1.26655,0.416633,0.509569,0.879031,1.405972,1.46653,0.57123,2.623764,3.117248
G,0.061749,0.149605,1.274344,1.574763,0.083132,0.304638,1.067523,3.272619,0.384796,0.666733,0.831177,0.755654,0.368056,0.58315,0.956386,1.118038,0.307947,0.911482,1.094686,1.124113,1.863534,0.236647,0.527776,0.168665,3.489611,3.976354,2.176473,3.046525,2.872085
G,0.067397,0.175878,1.336464,1.566798,0.080451,0.327134,1.113905,3.201161,0.376045,0.735929,0.926401,0.788685,0.361651,0.645256,1.036841,1.103246,0.296867,0.933963,1.128,1.107259,1.784767,0.256485,0.519499,0.1689,3.360028,3.837052,2.112143,3.061229,2.895639
G,0.057193,0.200026,1.437331,1.617278,0.085554,0.322688,1.096449,3.238526,0.365668,0.809199,1.058392,0.87579,0.352709,0.715256,1.167091,1.160725,0.293727,0.952566,1.210532,1.150465,1.715474,0.262765,0.478127,0.154157,3.341428,3.854454,2.159105,3.079384,2.821538
G,0.084296,0.183807,1.350822,1.52735,0.086853,0.327754,1.068848,3.142258,0.357466,0.861492,1.149751,0.927324,0.352383,0.736437,1.160223,1.131963,0.288007,0.944399,1.186684,1.133629,1.671046,0.302825,0.467601,0.197845,3.219932,3.746057,2.11991,3.035852,2.824744
G,0.084169,0.228924,1.390151,1.50261,0.093806,0.343238,1.069554,3.064506,0.354935,0.874005,1.128664,0.89818,0.35162,0.746113,1.146002,1.111435,0.278896,0.950072,1.167918,1.112803,1.669154,0.28663,0.477929,0.192306,3.132382,3.643176,2.097403,3.007397,2.79077
G,0.078205,0.249365,1.436144,1.517377,0.088075,0.356376,1.081082,3.041365,0.358247,0.89795,1.142249,0.887608,0.353512,0.752096,1.140451,1.091118,0.284103,0.934897,1.14542,1.092746,1.650007,0.291574,0.474642,0.230266,3.069484,3.596753,2.080938,3.027336,2.824452
G,0.077214,0.162751,1.294848,1.476552,0.093776,0.311541,1.008785,3.114283,0.356998,0.849866,1.109385,0.914694,0.352257,0.745242,1.161293,1.140127,0.279505,0.956893,1.193915,1.142707,1.650338,0.306828,0.463018,0.174191,3.150026,3.709708,2.107529,2.968483,2.841282
G,0.073606,0.17519,1.15436,1.378175,0.117597,0.291599,0.891044,2.937441,0.330135,0.847579,1.095426,1.001399,0.338249,0.753733,1.162,1.16982,0.26764,0.964241,1.159632,1.136772,1.413258,0.432673,0.448904,0.137437,2.750881,3.466112,1.990961,2.903408,2.770987
G,0.077536,0.075864,0.882986,1.339241,0.11428,0.24386,0.785529,2.980164,0.350642,0.748691,0.931334,0.891648,0.350532,0.661707,1.017585,1.129126,0.271756,0.930747,1.109872,1.155496,1.570421,0.386914,0.499868,0.170454,2.941078,3.5885,2.070092,2.904995,2.754944
G,0.076223,0.119767,1.011343,1.25769,0.115226,0.28151,0.83354,2.810173,0.339815,0.806988,1.001297,0.888727,0.348455,0.690418,1.037441,1.128322,0.276502,0.943558,1.062291,1.106449,1.608236,0.354258,0.471371,0.166665,2.850032,3.445625,1.937656,2.870167,2.779399
G,0.110884,0.309018,1.407101,1.409155,0.112611,0.403498,1.08492,2.75411,0.31295,0.998236,1.212584,1.030808,0.325986,0.925518,1.214026,1.01463,0.259525,0.973117,1.113517,0.982723,1.124827,0.415588,0.354687,0.102499,2.275902,2.910185,1.851888,2.931867,2.806569
G,0.115881,0.312637,1.494148,1.49702,0.11823,0.389656,1.104948,2.785879,0.23822,0.95577,1.40852,1.314301,0.295558,0.963233,1.417855,1.182064,0.239545,0.999609,1.255944,1.076888,0.926212,0.448625,0.271246,0.140676,2.075449,2.813187,1.829101,2.950163,2.770371
G,0.103619,0.292827,1.462027,1.429701,0.113226,0.394286,1.155452,2.856786,0.309208,0.9333,1.29269,1.098609,0.33406,0.856221,1.32354,1.197641,0.283329,0.977599,1.175505,1.113652,1.255101,0.362285,0.332314,0.121799,2.594604,3.199923,1.955821,2.979017,2.806617
G,0.10845,0.349951,1.377458,1.366973,0.111948,0.479753,1.185127,2.49786,0.289903,0.992188,1.275651,1.091896,0.314947,0.943041,1.24145,1.046947,0.255543,0.991658,1.096967,0.996494,1.025937,0.369204,0.270305,0.160427,2.009107,2.581831,1.581241,3.013112,2.794157
G,0.088997,0.340416,1.254956,1.254188,0.105949,0.42686,1.031901,2.444578,0.342533,0.93048,1.040589,0.845062,0.333312,0.831925,1.052166,0.992025,0.282017,0.946766,0.919801,0.928335,1.434814,0.291362,0.346386,0.09451,2.403381,2.829841,1.609171,3.040802,2.799403
G,0.109033,0.341719,1.442281,1.444079,0.092617,0.436963,1.186666,2.759232,0.295091,0.998972,1.344321,1.145831,0.327174,0.919953,1.251218,1.048445,0.253666,0.97574,1.119769,0.990831,1.073607,0.447859,0.331766,0.165933,2.241995,2.934523,1.81643,3.05962,2.878711
G,0.054263,0.151828,1.178958,1.425195,0.098759,0.225066,0.738891,3.125921,0.341988,0.934694,1.039064,1.03094,0.355231,0.733946,1.033939,1.05021,0.308598,0.945233,1.011356,1.003549,1.183165,0.814194,0.487321,0.14036,2.546602,3.685689,2.208483,2.998478,2.73121
G,0.054162,0.109321,1.068758,1.420737,0.104092,0.270306,0.860693,3.090537,0.325519,0.868278,1.124445,1.164526,0.356328,0.695256,1.05307,1.130795,0.286496,0.963701,1.184703,1.154526,1.188974,0.728693,0.531917,0.189651,2.549695,3.664384,2.13289,2.97472,2.696905
G,0.081476,-0.087125,0.395601,1.213109,0.084195,0.159754,0.538537,2.79104,0.379108,0.469997,0.49026,0.690143,0.370843,0.433155,0.572567,0.942535,0.323644,0.839599,0.813073,1.047212,1.850967,0.320924,0.555219,0.25762,2.991948,3.435943,1.889086,3.037557,2.800765
G,0.078171,-0.041828,0.429302,1.162501,0.103112,0.216433,0.661663,2.90349,0.381315,0.579451,0.583373,0.646998,0.37859,0.446894,0.626658,0.978206,0.299621,0.919623,0.962858,1.09083,1.840631,0.346518,0.723691,0.280896,3.002831,3.585621,2.153863,2.935221,2.732134
G,0.060627,0.165172,1.117116,1.363198,0.10687,0.280325,0.861624,2.985315,0.364159,0.792368,0.950372,0.860588,0.354869,0.666436,1.013679,1.130434,0.292548,0.955125,1.150091,1.153506,1.673885,0.353456,0.544406,0.159433,3.028008,3.648165,2.120305,2.965908,2.726843
G,0.060055,0.166275,1.098073,1.24756,0.106872,0.290126,0.812552,2.859784,0.368302,0.878349,0.936522,0.754058,0.356491,0.711211,0.976155,1.019835,0.301241,0.945499,1.020787,1.015828,1.665163,0.370747,0.568762,0.17875,2.844673,3.467977,2.059854,2.912954,2.738634
G,0.073933,0.265441,1.343155,1.365936,0.111093,0.402576,1.093288,2.831769,0.327728,0.981518,1.183913,0.994732,0.326416,0.894073,1.216955,1.056435,0.277159,0.982365,1.103065,0.992889,1.21126,0.392081,0.415105,0.146473,2.45119,3.086619,1.922768,2.929784,2.811
G,0.101593,0.318604,1.324673,1.320756,0.103697,0.418409,1.048625,2.708293,0.326903,0.976642,1.132927,0.934651,0.332185,0.840374,1.08623,0.982653,0.272705,0.893725,0.973694,0.924201,1.307582,0.372718,0.435955,0.209527,2.414592,3.010574,1.880251,2.980147,2.796079
Q,0.131836,0.608508,1.443564,1.272826,0.135758,0.679097,1.114009,1.636112,0.387831,0.897736,0.65712,0.495798,0.371316,0.76331,0.668207,0.588135,0.303448,0.784174,0.677279,0.59202,1.210833,0.419057,0.589731,0.271581,1.486631,1.74062,1.172177,2.731805,2.807734
Q,0.121821,0.643608,1.61825,1.425621,0.135037,0.667538,1.135032,1.696264,0.399744,0.880956,0.657299,0.496234,0.386085,0.749873,0.659942,0.591155,0.316922,0.793079,0.686154,0.593909,1.221844,0.428957,0.655896,0.239519,1.554927,1.838638,1.299801,2.735771,2.770862
Q,0.128009,0.61465,1.427492,1.267972,0.145237,0.673987,1.018754,1.531876,0.396431,0.891969,0.603388,0.455967,0.384169,0.79403,0.621341,0.557108,0.314685,0.828195,0.634398,0.564357,1.194966,0.377193,0.634508,0.261057,1.388059,1.634948,1.135373,2.684856,2.751459
Q,0.123348,0.614655,1.607382,1.406121,0.135446,0.723501,1.258368,1.728422,0.347938,0.992065,0.938492,0.742508,0.34592,0.878266,0.878067,0.688887,0.283327,0.795017,0.80849,0.647336,0.883174,0.400509,0.462705,0.320697,1.271253,1.616216,1.229211,2.775879,2.793613
Q,0.113513,0.670763,1.345744,1.207388,0.144046,0.706183,0.967079,1.4037,0.395064,0.863069,0.552587,0.417371,0.380737,0.746255,0.55225,0.538597,0.331152,0.769917,0.549662,0.518513,1.259336,0.343532,0.671541,0.177874,1.327424,1.55819,0.998599,2.70877,2.781688
Q,0.107832,0.697237,1.485938,1.318375,0.151269,0.72331,1.075282,1.497725,0.374513,0.880673,0.694026,0.553465,0.3732,0.781673,0.65622,0.624472,0.316936,0.848474,0.655702,0.595543,1.149371,0.355973,0.64439,0.119648,1.379927,1.637878,1.065948,2.714739,2.718376
Q,0.120651,0.667701,1.533229,1.353638,0.146621,0.722596,1.114559,1.569008,0.383377,0.955939,0.758058,0.575251,0.369436,0.825801,0.723865,0.606234,0.298562,0.815848,0.707084,0.583308,1.033802,0.392342,0.573077,0.286718,1.303328,1.603254,1.16118,2.764799,2.702069
Q,0.126018,0.629886,1.43756,1.277747,0.143019,0.729679,1.060553,1.499123,0.379898,0.910278,0.723898,0.579437,0.369511,0.798022,0.6986,0.631273,0.308937,0.77119,0.640175,0.578927,1.123666,0.394018,0.580252,0.325439,1.334635,1.58937,1.085435,2.799509,2.752834
Q,0.123285,0.630368,1.536057,1.358864,0.14764,0.721445,1.120513,1.568292,0.384694,0.903028,0.721927,0.560599,0.369453,0.798934,0.71661,0.636013,0.301017,0.826195,0.691415,0.596197,1.14063,0.37158,0.598497,0.27082,1.410326,1.666288,1.09633,2.725624,2.723404
Q,0.118747,0.611489,1.591327,1.412465,0.141756,0.711407,1.189964,1.689691,0.385007,0.932005,0.79273,0.611274,0.365695,0.817014,0.789018,0.677758,0.301257,0.832048,0.755795,0.650218,1.101617,0.375839,0.537873,0.290414,1.47129,1.757472,1.159457,2.762681,2.726672
Q,0.126754,0.612608,1.494748,1.319891,0.144686,0.701669,1.148426,1.667506,0.386961,0.916018,0.745911,0.571654,0.375108,0.784579,0.719833,0.639132,0.306578,0.790293,0.702781,0.618087,1.165787,0.376346,0.583481,0.291756,1.490699,1.778174,1.176605,2.731678,2.714119
Q,0.120946,0.650073,1.570393,1.398525,0.136145,0.726625,1.195064,1.696091,0.372359,0.935434,0.833696,0.661448,0.357954,0.807135,0.792892,0.700199,0.297268,0.805453,0.731206,0.634262,1.091147,0.388123,0.555275,0.287298,1.468327,1.775868,1.18015,2.822999,2.770326
Q,0.116777,0.603224,1.478729,1.304319,0.141724,0.725535,1.157488,1.620671,0.385816,0.899826,0.724747,0.566627,0.370162,0.767786,0.708703,0.653465,0.315062,0.801515,0.67658,0.617073,1.150624,0.392077,0.578321,0.307955,1.458771,1.750917,1.107899,2.794485,2.752346
Q,0.113521,0.616627,1.437295,1.291946,0.129672,0.72094,1.111755,1.583637,0.374836,0.910025,0.743047,0.59192,0.358969,0.790138,0.723013,0.658307,0.301879,0.824458,0.675498,0.624875,1.147086,0.389162,0.528316,0.264369,1.42789,1.699158,1.029945,2.843548,2.832631
Q,0.114263,0.599143,1.294723,1.174466,0.138578,0.71487,1.021439,1.48676,0.38493,0.860317,0.616008,0.486649,0.371869,0.722199,0.596809,0.5906,0.313301,0.75562,0.575848,0.559281,1.274553,0.382077,0.603216,0.262131,1.417014,1.668943,0.947136,2.798806,2.798023
